model,category,accuracy,macro_f1,macro_precision,macro_recall,training_seconds,inference_ms,params,params_m,best_epoch,best_val_loss,best_val_acc,best_val_f1,latency_ms_bs1,throughput_sps_bs1,latency_ms_bs32,throughput_sps_bs32
GRU,temporal,0.79609375,0.7943347032654535,0.7999903705092577,0.7960937499999975,586.283922387287,0.0118907744763419,513292.0,0.513292,20.0,1.4597542999240214,0.7785714285714286,0.7759912256028713,0.485602542757988,2059.297289343838,0.0117912172572687,84808.88598533349
CNN_LSTM,temporal,0.86640625,0.8642699306496523,0.8670966156297881,0.8664062499999972,1389.9293009713292,0.5793532938696444,11500492.0,11.500492,20.0,0.7975465273772854,0.8523809523809524,0.8505781812595704,1.8711938336491585,534.4181783935358,0.5574271618388593,1793.9563560217744
LeNet_LSTM,temporal,0.8765625,0.8767105027448033,0.8817167740343956,0.8765624999999972,623.9824059046805,0.1715457590762525,331708.0,0.331708,16.0,0.7357117359204928,0.8672619047619048,0.8656828345314737,1.0291765071451664,971.6506284951072,0.1704757584957406,5865.936651779059
TCN,temporal,0.7932291666666667,0.7910270670615319,0.7950407755041119,0.7932291666666641,876.1337702888995,0.0761883857194334,2083724.0,2.083724,23.0,1.7186099087407818,0.7735119047619048,0.770943577567767,1.0464784689247608,955.585833531275,0.035556357470341,28124.365687180973
Transformer,attention,0.6752604166666667,0.6729611321108844,0.67815236685323,0.6752604166666645,857.0066976752132,0.0623483560048043,259052.0,0.259052,21.0,2.7052128727548626,0.6800595238095238,0.6796822633005605,0.7521002925932407,1329.6099068809046,0.0182585173752158,54768.95957376035
LeNet,cnn,0.8932291666666666,0.893152645665417,0.893993524459408,0.8932291666666637,675.148339625448,0.0135961570776999,73726.0,0.073726,15.0,0.5107639898375228,0.8729166666666667,0.8721679137786328,0.388063658028841,2576.896803682863,0.0101854937383905,98178.84392102314
ResNet18,cnn,0.9377604166666668,0.9374365853455924,0.9380085342340608,0.9377604166666638,1027.761711506173,0.2165331214200705,11424140.0,11.42414,25.0,0.433736418813301,0.9375,0.937710579322054,1.800180934369564,555.4997172271503,0.0560435274383053,17843.27371436131
MobileNet_V2,cnn,0.9307291666666668,0.9304258511560368,0.9304296575784612,0.9307291666666636,1468.8835975714028,0.3569599648471921,2261420.0,2.26142,16.0,0.384784020846564,0.9324404761904762,0.9325590486323888,3.2561154291033745,307.1144195509576,0.1268550084205344,7883.015518669318
EfficientNet_B0,cnn,0.9315104166666668,0.9313440332628756,0.9316492965193762,0.9315104166666636,1192.9351289924234,0.4913078941171989,4045096.0,4.045096,20.0,0.3704737337979051,0.9455357142857144,0.9452018182675314,16.891331374645233,59.2019644763498,0.354427378042601,2821.452466574981
LSTM,temporal,0.82734375,0.8275703117666953,0.8292635602953925,0.8273437499999973,585.0328452587128,0.0371900561731308,595724.0,0.595724,25.0,0.715362707824291,0.8735119047619048,0.8733079758339813,0.479488093405962,2085.557522183023,0.0195718772010877,51093.71930580178
GRU,temporal,0.8424479166666666,0.8430099684990312,0.8451850125158903,0.842447916666664,577.4174919817597,0.0415420450735837,513292.0,0.513292,21.0,0.7499550998092412,0.8803571428571428,0.8801856379412522,0.7271542958915234,1375.2239457981275,0.0118193298112601,84607.16605499192
CNN_LSTM,temporal,0.8934895833333333,0.8919874123687261,0.8916913712486153,0.8934895833333304,1413.223490981385,0.5613040353637189,11500492.0,11.500492,25.0,0.3589428077184406,0.9413690476190476,0.9412053762547076,8.277337588369846,120.81179356573055,0.5679414869518951,1760.7447650407348
LeNet_LSTM,temporal,0.89375,0.8940450533180825,0.895908002540521,0.8937499999999972,627.8842595145106,0.1900851813843473,331708.0,0.331708,24.0,0.3919843912102459,0.923809523809524,0.924255269541057,2.1903704293072224,456.5437821018627,0.1782786520197987,5609.196550852005
TCN,temporal,0.83046875,0.8327495927327871,0.8374309780899551,0.8304687499999973,879.6519709229469,0.0944630824960768,2083724.0,2.083724,19.0,1.0797403559930503,0.8630952380952381,0.8630703504008471,2.3659287206828594,422.66700228880006,0.107835890376009,9273.35042640383
Transformer,attention,0.70078125,0.70003786157596,0.7029981228796257,0.7007812499999977,864.9649319369346,0.0353919982444494,259052.0,0.259052,22.0,1.814273926141525,0.7639880952380952,0.7623029252849859,0.7301231846213341,1369.6318937175415,0.0560415402287617,17843.906429373586
LeNet,cnn,0.8731770833333333,0.8727412197847592,0.8767022981609108,0.8731770833333306,684.3855788111687,0.0136929273139685,73726.0,0.073726,18.0,0.6263456243776697,0.8616071428571429,0.8608023963827306,0.3293582610785961,3036.2074317649067,0.0114673416828736,87204.16881738928
ResNet18,cnn,0.91875,0.9179788141560524,0.9239130067917216,0.9187499999999972,1041.1877784449607,0.6102021259721369,11424140.0,11.42414,12.0,0.5185134977698771,0.9145833333333332,0.9142047163003192,4.96177151799202,201.54092069211003,0.3114880278008058,3210.3962616485924
MobileNet_V2,cnn,0.9119791666666668,0.9114758818263762,0.914284376770321,0.9119791666666638,1519.1370622329414,0.5891817680094391,2261420.0,2.26142,16.0,0.4866538357065066,0.930654761904762,0.930220066006596,11.65185371413827,85.82325392453286,0.1170185976661741,8545.65017821149
EfficientNet_B0,cnn,0.9166666666666666,0.9157285036165478,0.919070200542402,0.9166666666666636,1207.552481552586,0.2698197058634832,4045096.0,4.045096,21.0,0.3908774417103015,0.9303571428571428,0.9306424217512052,8.612728510051966,116.10722418951138,0.1838203135412186,5440.095170851543
LSTM,temporal,0.83515625,0.8358132546219795,0.8421382241105394,0.8351562499999975,593.4311694167554,0.018946491763927,595724.0,0.595724,25.0,0.9143317240516592,0.850297619047619,0.8491733257560377,0.8656658232212067,1155.1801782804891,0.0200354331173002,49911.57386742572
